dates,royalties,spotify_m_listeners,spotify_followers,youtube_subscribers,youtube_views,instagram_likes
10/11/2020,599.996,1044979,491897,17500,17755086,0
10/12/2020,635.132,1048732,492258,17500,17755086,0
10/13/2020,643.6,1048732,492520,17500,17755086,0
10/14/2020,650.056,1053569,492822,17500,18344078,0
10/15/2020,669.16,1057595,493177,17500,18344078,0
10/16/2020,697.148,1060527,493554,17500,18344078,0
10/17/2020,663.94,1064469,493884,17500,18344078,0
10/18/2020,626.308,1068811,494168,17500,18344078,0
10/19/2020,647.444,1073123,494482,17500,18344078,0
10/20/2020,647.912,1075332,494819,17500,18344078,0
10/21/2020,666.46,1080734,495167,17500,18344078,0
10/22/2020,654.98,1080734,495548,17500,18344078,0
10/23/2020,653.228,1083391,495911,17500,18344078,0
10/24/2020,632.588,1084268,496195,17500,19132113,0
10/25/2020,598.52,1084268,496559,17500,19132113,0
10/26/2020,636.964,1085343,496883,17500,19132113,0
10/27/2020,645.024,1086901,497269,17500,19132113,0
10/28/2020,661.188,1089326,497614,17500,19132113,0
10/29/2020,665.548,1092692,497975,17600,19972358,0
10/30/2020,656.48,1094945,498335,17600,19972472,0
10/31/2020,620.976,1094687,498603,17600,19972472,0
11/1/2020,577.348,1090947,498893,17600,19972472,0
11/2/2020,614.724,1088442,499268,17600,19972472,0
11/3/2020,635.42,1088442,499591,17600,19972472,0
11/4/2020,622.384,1086557,499910,17600,19972472,0
11/5/2020,622.216,1084246,500196,17600,19972472,0
11/6/2020,622.392,1084246,500459,17600,19972571,0
11/7/2020,609.736,1081942,500721,17600,19972571,0
11/8/2020,593.5,1077859,500970,17600,19972571,0
11/9/2020,605.692,1077859,501303,17700,19972571,0
11/10/2020,605.852,1076627,501614,17700,19972571,0
11/11/2020,608.812,1074471,501935,17700,19972571,0
11/12/2020,628.88,1072292,502265,17700,19972571,0
11/13/2020,620.688,1070175,502599,17700,19972678,0
11/14/2020,577.824,1067722,502814,17700,20333702,0
11/15/2020,550.412,1062776,503066,17700,20333702,0
11/16/2020,569.36,1056619,503318,17700,20333702,0
11/17/2020,574.436,1051234,503523,17700,20333702,0
11/18/2020,577.116,1047029,503765,17700,20333702,0
11/19/2020,576.724,1043193,504034,17700,20333702,0
11/20/2020,588.124,1037510,504313,17700,20333801,0
11/21/2020,573.336,1032067,504607,17700,20333801,0
11/22/2020,562.5,1027685,504895,17700,20333801,0
11/23/2020,568.304,1023189,505132,17700,20333801,0
11/24/2020,589.548,1018524,505428,17700,20333801,0
11/25/2020,591.924,1014698,505763,17700,20333801,0
11/26/2020,562.032,1011120,506124,17700,20333801,0
11/27/2020,540,1006819,506473,17700,20333915,0
11/28/2020,567.384,1000574,506771,17700,20333915,0
11/29/2020,537.988,993450,507024,17700,20674988,0
11/30/2020,565.552,987570,507267,17700,20675025,0
12/1/2020,587.296,983324,507496,17700,20675025,0
12/2/2020,637.772,980884,507914,17700,20675025,0
12/3/2020,637.208,978920,508318,17700,20675025,0
12/4/2020,630.436,980098,508733,17700,20675119,0
12/5/2020,606.532,981183,509038,17700,20675119,0
12/6/2020,576.012,980116,509349,17700,20675119,0
12/7/2020,589.248,977376,509746,17700,20675119,0
12/8/2020,596.724,973642,510131,17700,20675119,0
12/9/2020,587.156,971843,510551,17700,20675119,0
12/10/2020,591.956,969353,510907,17700,20675119,0
12/11/2020,602.436,969353,511340,17600,20675242,0
12/12/2020,566.752,965480,511754,17600,20675242,0
12/13/2020,541.328,961909,512148,17600,20675242,0
12/14/2020,571.004,961909,512538,17600,20973276,0
12/15/2020,575.536,959535,512969,17600,20973276,0
12/16/2020,575.76,959315,513383,17600,20973276,0
12/17/2020,573.42,959914,513765,17600,20973276,0
12/18/2020,576.396,960110,514205,17600,20973468,0
12/19/2020,562.2,960128,514622,17600,20973468,0
12/20/2020,535.28,959370,514963,17600,20973468,0
12/21/2020,557.184,958240,515362,17600,20973468,0
12/22/2020,569.408,956577,515796,17600,20973468,0
12/23/2020,564.868,955430,516266,17600,20973468,0
12/24/2020,530.36,953708,516728,17600,20973468,0
12/25/2020,451.316,950128,517515,17600,20973674,0
12/26/2020,512.748,948134,518107,17600,20973674,0
12/27/2020,539.4,944300,518599,17600,20973674,0
12/28/2020,554.072,942680,519042,17600,20973674,0
12/29/2020,566.684,942680,519525,17600,21208736,0
12/30/2020,559.292,941082,519881,17600,21336384,0
12/31/2020,548.524,939508,520264,17600,21336384,0
1/1/2021,497.96,934873,520640,17600,21336523,0
1/2/2021,530.876,930680,521043,17600,21336523,0
1/3/2021,524.616,924523,521454,17600,21336523,0
1/4/2021,557.972,921253,521902,17600,21336523,0
1/5/2021,569.876,918316,522333,17600,21336523,0
1/6/2021,572.388,917749,522777,17600,21336523,0
1/7/2021,577.512,917373,523204,17600,21336523,0
1/8/2021,583.004,917482,523646,17600,21336685,0
1/9/2021,562.576,917165,524060,17600,21336685,0
1/10/2021,541.76,917165,524509,17600,21336685,0
1/11/2021,569.52,915888,524976,17600,21336685,0
1/12/2021,581.852,915888,525440,17500,21336685,0
1/13/2021,579.884,916407,525924,17500,21336685,0
1/14/2021,592.7,917098,526412,17500,21687485,0
1/15/2021,589.064,917098,526869,17500,21687681,0
1/16/2021,559.536,918259,527394,17500,21687681,0
1/17/2021,538.68,921614,527844,17500,21687681,0
1/18/2021,566.4,923432,528283,17500,21687681,0
1/19/2021,567.924,923432,528758,17500,21687681,0
1/20/2021,562.804,928360,529188,17500,21687681,0
1/21/2021,582.636,928360,529580,17500,21687681,0
1/22/2021,587.288,930283,529932,17500,21687892,0
1/23/2021,564.728,934238,530344,17500,21687892,0
1/24/2021,535.068,945122,530715,17500,21687892,0
1/25/2021,562.872,945122,531107,17500,21687892,0
1/26/2021,565.956,946532,531423,17500,21687892,0
1/27/2021,568.896,947959,531716,17500,21687892,0
1/28/2021,572.7,949580,531870,17500,21687892,0
1/29/2021,579.616,951308,532139,17500,22041355,0
1/30/2021,559.84,952985,532390,17500,22041716,0
1/31/2021,537.236,956752,532589,17500,22041716,0
2/1/2021,561.608,958302,532858,17500,22041716,0
2/2/2021,556.628,959623,533095,17500,22041716,0
2/3/2021,558.8,960049,533345,17500,22041716,0
2/4/2021,582.92,959378,533612,17500,22041716,0
2/5/2021,626.724,958456,533847,17500,22041893,0
2/6/2021,581.004,962969,534133,17500,22041893,0
2/7/2021,550.916,962969,534328,17500,22041893,0
2/8/2021,554.808,965477,534499,17500,22041893,0
2/9/2021,573.544,966318,534751,17500,22041893,0
2/10/2021,565.12,966414,534943,17500,22041893,0
2/11/2021,559.824,965728,535182,17400,22041893,0
2/12/2021,622.676,965005,535426,17400,22042398,0
2/13/2021,585.848,962749,535652,17400,22042398,0
2/14/2021,551.744,962913,535896,17400,22444811,0
2/15/2021,544.036,962086,536098,17400,22444811,0
2/16/2021,551.46,958246,536301,17400,22444811,0
2/17/2021,560.964,958246,536520,17400,22444811,0
2/18/2021,559.072,951401,536758,17400,22444811,0
2/19/2021,565.12,954724,536977,17400,22451128,0
2/20/2021,537.088,948616,537152,17400,22451128,0
2/21/2021,509.076,948616,537355,17400,22451128,0
2/22/2021,534.244,942872,537547,17400,22451128,0
2/23/2021,538.88,942872,537755,17400,22451128,0
2/24/2021,555.5,940029,538003,17400,22451128,0
2/25/2021,556.484,937108,538320,17400,22451128,0
2/26/2021,612.604,935481,538547,17400,22455844,0
2/27/2021,566.82,934659,538764,17400,22455844,0
2/28/2021,536.348,936548,538968,17400,22455844,0
3/1/2021,552.48,936559,539228,17400,22791794,0
3/2/2021,555.296,935731,539408,17400,22791794,0
3/3/2021,561.02,937356,539613,17400,22791794,0
3/4/2021,663.856,937356,539905,17400,22791794,0
3/5/2021,744.404,937786,540120,17400,22795665,0
3/6/2021,675.236,937786,540381,17400,22795665,0
3/7/2021,613.336,937786,540580,17400,22795665,0
3/8/2021,625.376,977240,540825,17400,22795665,0
3/9/2021,622.392,981190,541048,17400,22795665,0
3/10/2021,613.912,984484,541300,17400,22795665,0
3/11/2021,623.36,986332,541557,17400,22795665,0
3/12/2021,625.504,989208,541794,17400,22799039,0
3/13/2021,591.368,992857,542052,17400,22799039,0
3/14/2021,548.288,993594,542294,17400,23075473,0
3/15/2021,568.088,994660,542474,17400,23075473,0
3/16/2021,567.388,996518,542660,17400,23075473,0
3/17/2021,570.908,998214,542867,17400,23075473,0
3/18/2021,607.864,998214,543046,17400,23075473,0
3/19/2021,734.08,999442,543275,17400,23077830,0
3/20/2021,667.624,999951,543555,17400,23077830,0
3/21/2021,615.612,1011791,543792,17400,23077830,0
3/22/2021,647.42,1019441,544067,17400,23077830,0
3/23/2021,650.336,1025462,544279,17400,23077830,0
3/24/2021,644.316,1033435,544509,17400,23077830,0
3/25/2021,651.532,1040468,544673,17400,23077830,0
3/26/2021,644.092,1045115,544882,17300,23079695,0
3/27/2021,590.056,1049265,545077,17200,23079695,0
3/28/2021,559.36,1050351,545240,17200,23079695,0
3/29/2021,584.092,1049208,545448,17200,23351879,0
3/30/2021,586.22,1047923,545575,17200,23351879,0
3/31/2021,591.152,1048545,545772,17200,23351879,0
4/1/2021,594.424,1047542,545934,17200,23351879,0
4/2/2021,579.556,1048439,546113,17200,23353066,0
4/3/2021,543.776,1042801,546291,17200,23353066,0
4/4/2021,512.14,1033060,546420,17200,23353066,0
4/5/2021,545.26,1026388,546568,17200,23353066,0
4/6/2021,555.78,1021643,546694,17200,23353066,0
4/7/2021,559.96,1018838,546849,17200,23353066,0
4/8/2021,556.824,1017653,547027,17200,23353066,0
4/9/2021,596.704,1016605,547191,17200,23356408,0
4/10/2021,564.32,1013872,547363,17200,23356408,0
4/11/2021,729.844,1013980,547493,17200,23356408,0
4/12/2021,674.084,1017795,547650,17200,23356408,0
4/13/2021,567.28,1017795,547776,17200,23356408,0
4/14/2021,545.524,1021439,547910,17200,23674047,0
4/15/2021,547.496,1021439,548072,17200,23674047,0
4/16/2021,548.568,1021439,548258,17200,23674047,0
4/17/2021,508.74,1021439,548380,17200,23674047,0
4/18/2021,485.976,1021439,548514,17200,23674047,0
4/19/2021,513.836,997794,548649,17200,23674047,0
4/20/2021,511.54,997794,548811,17200,23674047,0
4/21/2021,512.624,992158,548968,17200,23674047,0
4/22/2021,527.148,986378,549104,17200,23674047,0
4/23/2021,577.916,981212,549293,17200,23732821,0
4/24/2021,529.688,975319,549447,17200,23732821,0
4/25/2021,499.936,973115,549622,17100,23732821,0
4/26/2021,532.88,970124,549805,17100,23732821,0
4/27/2021,535.744,970124,549898,17100,23732821,0
4/28/2021,529.4,969128,549938,17100,23732821,0
4/29/2021,539.404,967314,550050,17100,23980716,0
4/30/2021,538.124,964344,550194,17100,23983337,0
5/1/2021,498.664,959919,550361,17100,23983337,0
5/2/2021,483.348,955696,550549,17100,23983337,0
5/3/2021,570.164,955131,550727,17100,23983337,0
5/4/2021,572.312,953455,550899,17100,23983337,0
5/5/2021,568.348,953455,551064,17100,23983337,0
5/6/2021,574.168,951259,551155,17100,23986508,0
5/7/2021,599.22,951259,551222,17100,23990031,0
5/8/2021,541.672,950233,551283,17100,23990031,0
5/9/2021,501.896,948414,551414,17100,23990031,0
5/10/2021,529.192,945668,551481,17100,23990031,0
5/11/2021,646.652,939864,551587,17100,23990031,0
5/12/2021,811.524,934623,551759,17100,23990031,0
5/13/2021,585.944,934102,551919,17100,23990031,0
5/14/2021,567.564,935166,552028,17100,24252261,0
5/15/2021,784.644,933779,552150,17100,24252261,0
5/16/2021,713.228,936852,552307,17100,24252261,0
5/17/2021,517.44,936852,552434,17100,24252261,0
5/18/2021,537.448,935722,552535,17100,24252261,0
5/19/2021,535.852,933973,552649,17100,24252261,0
5/20/2021,509.008,933121,552757,17100,24252261,0
5/21/2021,499.132,931942,552835,17100,24254067,0
5/22/2021,463.424,929752,552959,17100,24254067,0
5/23/2021,436.492,929752,553091,17100,24254067,0
5/24/2021,467.036,919620,553195,17100,24254067,0
5/25/2021,490.492,915091,553340,17100,24254067,0
5/26/2021,484.436,911116,553418,17100,24254067,0
5/27/2021,557.596,908452,553514,17100,24254067,0
5/28/2021,553.728,905500,553641,17100,24255584,0
5/29/2021,514.784,916179,553809,17100,24498682,0
5/30/2021,487.724,927683,553940,17000,24498682,0
5/31/2021,498.836,930288,554075,17000,24498682,0
6/1/2021,524.916,930288,554182,17000,24498682,0
6/2/2021,515.296,936984,554298,17000,24498682,0
6/3/2021,504.124,937009,554418,17000,24498682,0
6/4/2021,496.436,937009,554544,17000,24499641,0
6/5/2021,471.184,935391,554685,17000,24499641,0
6/6/2021,444.196,931317,554821,17000,24499641,0
6/7/2021,478.712,931317,554936,17000,24499641,0
6/8/2021,481.368,930157,555016,17000,24499641,0
6/9/2021,492.008,930157,555075,17000,24499641,0
6/10/2021,491.532,928642,555124,17000,24499641,0
6/11/2021,507.656,921826,555226,17000,24500567,0
6/12/2021,478.04,921826,555305,17000,24500567,0
6/13/2021,443.348,921673,555365,17000,24500567,0
6/14/2021,482.648,919060,555447,17000,24749670,0
6/15/2021,488.116,914300,555504,17000,24749670,0
6/16/2021,501.584,914800,555570,17000,24749670,0
6/17/2021,501.188,914189,555660,17000,24749670,0
6/18/2021,515.244,914189,555732,17000,24750501,0
6/19/2021,471.676,913559,555795,17000,24750501,0
6/20/2021,440.544,914780,555860,17000,24750501,0
6/21/2021,469.36,916367,555915,17000,24750501,0
6/22/2021,470.256,917225,556003,17000,24750501,0
6/23/2021,493.62,917892,556081,17000,24750501,0
6/24/2021,491.704,919303,556159,17000,24750501,0
6/25/2021,487.348,919303,556240,17000,24751312,0
6/26/2021,448.984,911743,556315,17000,24751312,0
6/27/2021,438.256,906134,556375,17000,24751312,0
6/28/2021,464.508,900453,556462,17000,24751312,0
6/29/2021,473.404,895209,556537,17000,24951275,0
6/30/2021,473.864,889679,556602,17000,24951275,0
7/1/2021,480.832,889679,556677,17000,24951275,0
7/2/2021,480.36,888042,556751,17000,24951918,0
7/3/2021,445.612,887533,556844,17000,24951918,0
7/4/2021,410.584,887244,556934,17000,24951918,0
7/5/2021,420.264,886566,556987,17000,24951918,0
7/6/2021,447.132,883778,557056,17000,24951918,0
7/7/2021,451.416,882856,557107,17000,24951918,0
7/8/2021,452.7,882856,557221,16900,24951918,0
7/9/2021,448.74,882024,557292,16900,24952473,0
7/10/2021,424.252,881470,557363,16900,24952473,0
7/11/2021,400.436,880004,557433,16900,24952473,0
7/12/2021,438.1,878757,557543,16900,24952473,0
7/13/2021,441.364,876442,557608,16900,24952473,0
7/14/2021,443.844,876442,557753,16900,25180837,0
7/15/2021,439.204,874467,557902,16900,25180837,0
7/16/2021,437.236,872206,558021,16900,25181382,0
7/17/2021,412.092,870284,558206,16900,25181382,0
7/18/2021,391.828,867034,558326,16900,25181382,0
7/19/2021,432.248,862393,558494,16900,25181382,0
7/20/2021,438.984,862393,558656,16900,25181382,0
7/21/2021,439.164,861508,558788,16900,25181382,0
7/22/2021,445.172,859779,558885,16900,25181382,0
7/23/2021,437.564,856328,559019,16900,25181903,0
7/24/2021,407.704,853898,559159,16900,25181903,0
7/25/2021,399.932,853898,559337,16900,25181903,0
7/26/2021,430.104,852112,559518,16900,25181903,0
7/27/2021,417.084,852112,559665,16900,25181903,0
7/28/2021,431.096,850804,559803,16900,25181903,0
7/29/2021,434.328,848406,559934,16900,25374506,0
7/30/2021,415.124,846801,560059,16900,25374972,0
7/31/2021,401.396,844607,560196,16900,25374972,0
8/1/2021,388.604,841056,560338,16900,25374972,9
8/2/2021,415.58,841056,560467,16900,25374972,9
8/3/2021,419.784,836831,560614,16900,25374972,9
8/4/2021,425.648,836281,560762,16900,25374972,9
8/5/2021,430.368,835300,560936,16900,25374972,9
8/6/2021,430.952,833870,561112,16900,25375471,9
8/7/2021,408.2,832719,561258,16900,25375471,9
8/8/2021,397.724,831874,561388,16900,25375471,9
8/9/2021,439.264,831874,561531,16900,25375471,9
8/10/2021,442.096,832854,561708,16900,25375471,9
8/11/2021,445.908,835634,561868,16900,27408687,5928
8/12/2021,453.356,837525,562020,16900,27411252,6006
8/13/2021,450.32,837525,562180,16900,27414252,6081
8/14/2021,426.804,842432,562350,16900,27607928,6151
8/15/2021,410.46,842432,562526,16900,27610495,6229
8/16/2021,442.1,846157,562615,16900,27613061,6305
8/17/2021,437.352,851213,562739,16900,27615626,6379
8/18/2021,430.02,851213,562915,16900,27618195,6453
8/19/2021,434.88,853069,563077,16900,27620758,6495
8/20/2021,432.392,853411,563222,16900,27623794,6542
8/21/2021,407.76,853411,563379,16900,27626361,6587
8/22/2021,397.156,853428,563573,16900,27628927,6632
8/23/2021,476.576,854575,563750,16900,27631530,6678
8/24/2021,473.44,856054,563872,16900,27634127,6726
8/25/2021,471.116,857725,564059,16900,27636727,6772
8/26/2021,472.172,857725,564264,16900,27639325,6816
8/27/2021,499.044,858519,564400,16900,27642393,6868
8/28/2021,453.092,863988,564527,16900,27644995,6913
8/29/2021,423.304,863988,564676,16900,27839695,6960
8/30/2021,455.708,869182,564864,16900,27842292,7006
8/31/2021,472.392,869182,565038,16900,27844894,7049
9/1/2021,474.788,875181,565171,16900,27847492,7103
9/2/2021,470.544,878923,565287,16900,27850089,7154
9/3/2021,467.38,878923,565413,16900,27852956,7208
9/4/2021,436.68,882820,565601,16900,27855554,7263
9/5/2021,418.584,885664,565749,16900,27858154,7315
9/6/2021,435.9,888574,565882,16900,27860754,7366
9/7/2021,462.792,894153,566006,16900,27863352,7418
9/8/2021,473.336,894153,566164,16800,27865951,7476
9/9/2021,479.848,897954,566300,16800,27868554,7530
9/10/2021,478.364,897954,566467,16800,27871505,7584
9/11/2021,426.968,900289,566636,16800,27874105,7640
9/12/2021,417.892,900836,566767,16800,27876702,7698
9/13/2021,457.792,899800,566886,16800,27879306,7754
9/14/2021,466.136,900155,567019,16800,28090907,7810
9/15/2021,475.468,901011,567169,16800,28093509,7866
9/16/2021,480.968,906728,567296,16800,28096111,7921
9/17/2021,486.896,906728,567449,16800,28099126,7977
9/18/2021,441.692,910576,567664,16800,28101724,8028
9/19/2021,423.32,915208,567819,16800,28104324,8089
9/20/2021,475.496,919123,567954,16800,28106925,8147
9/21/2021,476.104,924842,568098,16800,28109522,8199
9/22/2021,477.1,927615,568250,16800,28112123,8257
9/23/2021,474.828,927615,568418,16800,28114722,8305
9/24/2021,462,930021,568624,16800,28117677,8366
9/25/2021,418.98,932121,568798,16800,28120281,8415
9/26/2021,397.208,930640,568957,16800,28122878,8476
9/27/2021,447.852,930050,569139,16800,28125478,8533
9/28/2021,462.492,930888,569308,16800,28128080,8590
9/29/2021,466.648,930888,569491,16800,28325672,8648
9/30/2021,472.66,930919,569646,16800,28328273,8712
10/1/2021,474.824,930971,569837,16800,28331227,8771
10/2/2021,426.18,931120,569986,16800,28333826,8836
10/3/2021,411.556,931064,570122,16800,28336425,8896
10/4/2021,464.96,930458,570282,16800,28339023,8956
10/5/2021,481.88,930458,570452,16800,28341619,9013
10/6/2021,492.136,932435,570606,16800,28344221,9107
10/7/2021,513.056,934613,570781,16800,28346818,9194
10/8/2021,510.072,937082,570991,16800,28349755,9297
10/9/2021,456.476,937082,571174,16800,28352355,9388
10/10/2021,434.248,945155,571375,16800,28354955,9485
10/11/2021,473.772,947110,571502,16800,28357559,9579
10/12/2021,491.316,947110,571635,16800,28360156,9676
10/13/2021,486.212,950889,571813,16800,28362753,9765
10/14/2021,497.252,954102,571944,16800,28561163,9863
10/15/2021,488.68,954637,572127,16800,28564104,9958
10/16/2021,441.996,955868,572270,16800,28566705,10053
10/17/2021,427.172,955868,572421,16800,28569308,10152
10/18/2021,472.392,955366,572582,16800,28571906,10248
10/19/2021,492.164,954998,572707,16800,28574507,10344
10/20/2021,502.04,954998,572848,16800,28577105,10438
10/21/2021,502.952,956913,573030,16800,28579704,10530
10/22/2021,491.148,959390,573151,16800,28582600,10627
10/23/2021,448.416,961027,573346,16800,28585201,10725
10/24/2021,431.768,963645,573539,16800,28587797,10819
10/25/2021,479.692,968569,573712,16800,28590399,10915
10/26/2021,496.316,971975,573869,16800,28592997,11017
10/27/2021,505.392,975357,574045,16800,28595607,11118
10/28/2021,513.6,975357,574211,16800,28598221,11221
10/29/2021,556.58,981593,574383,16800,28786723,11320
10/30/2021,488.768,981593,574526,16800,28789330,11422
10/31/2021,458.216,989940,574689,16800,28791946,11527
11/1/2021,526.492,989940,574797,16800,28794547,11634
11/2/2021,525.872,991746,574888,16800,28797154,11734
11/3/2021,530.528,993764,575030,16800,28799766,11837
11/4/2021,517.008,996078,575133,16800,28802366,11936
11/5/2021,515.972,997553,575261,16800,28805216,12035
11/6/2021,461.76,995797,575389,16800,28807823,12140
11/7/2021,429.5,990655,575550,16800,28810434,12243
11/8/2021,486.428,988961,575671,16800,28813042,12343
11/9/2021,501.344,987773,575787,16800,28815646,12451
11/10/2021,509.152,987773,575900,16800,28818255,12552
11/11/2021,499.848,987191,576046,16800,28820858,12659
11/12/2021,503.856,989221,576172,16800,28823711,12760
11/13/2021,460.78,989609,576296,16800,28826319,12863
11/14/2021,442.328,990915,576438,16800,29015114,12969
11/15/2021,481.272,990915,576562,16800,29017717,13073
11/16/2021,489.752,990915,576709,16800,29020322,13174
11/17/2021,498.924,992529,576858,16800,29022932,13280
11/18/2021,499.896,993787,577058,16700,29025538,13384
11/19/2021,524.344,993940,577267,16700,29028435,13486
11/20/2021,484.628,996779,577451,16700,29031039,13584
11/21/2021,451.364,1001813,577635,16700,29033645,13687
11/22/2021,483.024,1008594,577792,16700,29036253,13789
11/23/2021,493.212,1008594,577955,16700,29038862,13889
11/24/2021,494.508,1011650,578094,16700,29041466,13986
11/25/2021,455.92,1011125,578270,16700,29044082,14087
11/26/2021,447.716,1009786,578442,16700,29046928,14196
11/27/2021,445.724,1009786,578573,16700,29049539,14310
11/28/2021,439.64,1005858,578721,16700,29052143,14415
11/29/2021,508.716,1005621,578860,16700,29231415,14526
11/30/2021,620.008,1005621,578980,16700,29234017,14638
12/1/2021,636.92,1005201,579130,16700,29236621,14761
12/2/2021,622.568,1006407,579264,16700,29239227,14884
12/3/2021,685.452,1007318,579451,396700,29175828,14998
12/4/2021,630.74,1018418,579623,396700,29178375,15109
12/5/2021,485.368,1018418,579813,396700,29180922,15227
12/6/2021,540.732,1028658,580022,396700,29183469,15336
12/7/2021,650.408,1032059,580167,396700,29186018,15458
12/8/2021,548.196,1032059,580298,396700,29188567,15584
12/9/2021,552.86,1043593,580444,396700,29191113,15708
12/10/2021,553.584,1043593,580613,396700,29193939,15843
12/11/2021,505.272,1044947,580761,396700,29196488,15972
12/12/2021,469.532,1047966,580936,396700,29199033,16102
12/13/2021,526.144,1048129,581097,396700,29201582,16237
12/14/2021,529.988,1048129,581211,396700,29426897,16357
12/15/2021,517.732,1049233,581375,396700,29429422,16552
12/16/2021,516.48,1046598,581521,396700,29431951,16740
12/17/2021,537.324,1046598,581678,396700,29434742,16923
12/18/2021,483.504,1039419,581859,396700,29437268,17114
12/19/2021,456.012,1039419,582059,396700,29439794,17303
12/20/2021,520.492,1031494,582235,396700,29442317,17486
12/21/2021,522.248,1031494,582375,396700,29444842,17668
12/22/2021,523.368,1030163,582505,396700,29447373,17856
12/23/2021,506.192,1029872,582666,396700,29449897,18044
12/24/2021,484.164,1027373,582836,396700,29452651,18226
12/25/2021,417.984,1025574,583016,396700,29455177,18414
12/26/2021,466.032,1025574,583293,396700,29457699,18602
12/27/2021,502.548,1021142,583486,396700,29460230,18788
12/28/2021,490.26,1021052,583687,396700,29462753,18978
12/29/2021,497.496,1021309,583853,396700,29598894,19168
12/30/2021,492.72,1019922,584040,396700,29601366,19356
12/31/2021,475.56,1014332,584187,396700,29604073,19543
1/1/2022,424.996,1014332,584369,396700,29616380,19732
1/2/2022,449.584,1001652,584554,396700,29618568,19916
1/3/2022,484.02,1001265,584662,396700,29626016,19935
1/4/2022,494.652,1000774,584833,396700,29631300,19946
1/5/2022,505.832,1000774,584993,396700,29633539,19956
1/6/2022,508.944,991491,585163,396700,29642150,19964
1/7/2022,505.224,991491,585348,396700,29647705,19974
1/8/2022,477.136,990634,585537,396700,29650026,19980
1/9/2022,454.08,989611,585693,396700,29657588,19991
1/10/2022,603.616,988933,586005,396700,29660035,20002
1/11/2022,613.456,989596,586182,395700,29668252,20009
1/12/2022,582.752,992156,586348,395700,29673763,20017
1/13/2022,586.704,996081,586476,395700,29676020,20021
1/14/2022,618.968,1000587,586631,395700,29771903,20027
1/15/2022,538.788,1003260,586844,395700,29774126,20031
1/16/2022,515.844,1006843,586974,395700,29779246,20037
1/17/2022,514.76,1011652,587141,395700,29783932,20045
1/18/2022,559.216,1017051,587278,395700,29786079,20048
1/19/2022,566.608,1017051,587435,395700,29793948,20055
1/20/2022,547.048,1017051,587610,395700,29802411,20062
1/21/2022,536.484,1024782,587782,395700,29804778,20067
1/22/2022,496.768,1024782,587952,396700,29813194,20070
1/23/2022,475.62,1034816,588140,396700,29818029,20079
1/24/2022,523.308,1035610,588326,396700,29820075,20081
1/25/2022,560.5,1035610,588486,396700,29829353,20087
1/26/2022,558.46,1041860,588674,396700,29831399,20094
1/27/2022,557.196,1045510,588878,396700,29841248,20099
1/28/2022,560.936,1045510,589024,395600,29843570,20102
1/29/2022,501.9,1053141,589209,395600,29853214,20110
1/30/2022,486.976,1058105,589395,395600,29858843,20117
1/31/2022,528.332,1060560,589535,395600,29860888,20120
2/1/2022,557.388,1060560,589704,395600,29870515,20128
2/2/2022,544.02,1065720,589860,395600,29873042,20133
2/3/2022,520.212,1065720,590005,395600,29882484,20137
2/4/2022,554.212,1068849,590160,395600,29884765,20144
2/5/2022,525.304,1069041,590311,395600,29893843,20151
2/6/2022,505.452,1076203,590438,395600,29899528,20155
2/7/2022,566.52,1080582,590570,395600,29901571,20163
2/8/2022,578.78,1080582,590731,395600,29911521,20167
2/9/2022,575.036,1084398,590877,395600,29913614,20171
2/10/2022,571.944,1086371,591042,395600,29923340,20179
2/11/2022,588.22,1088103,591119,395600,29925476,20183
2/12/2022,516.46,1088103,591252,395600,29936695,20191
2/13/2022,490.424,1088250,591381,395600,29942081,20201
2/14/2022,527.012,1087443,591514,395600,29944126,20211
2/15/2022,537.228,1087443,591609,395600,29953805,20223
2/16/2022,543.144,1087254,591732,395600,29955921,20233
2/17/2022,550.932,1086721,591855,395600,29965631,20245
2/18/2022,585.484,1086191,591985,395600,29967858,20256
2/19/2022,528.876,1085940,592113,395600,29977823,20264
2/20/2022,495.016,1087471,592242,395600,29983167,20276
2/21/2022,512.024,1087110,592358,395600,29985213,20283
2/22/2022,533.356,1087499,592469,395600,29993330,20297
2/23/2022,527.54,1083203,592469,395600,29995752,20307
2/24/2022,514.928,1083203,592602,395600,30004610,20318
2/25/2022,526.072,1080453,592690,395600,30006767,20328
2/26/2022,494.264,1076655,592815,395600,30015776,20337
2/27/2022,450.716,1074379,592959,395600,30020953,20348
2/28/2022,505.092,1073939,593042,395600,30022993,20357
3/1/2022,511.588,1070580,593150,395600,30031893,20368
3/2/2022,509.76,1069188,593245,395600,30034358,20379
3/3/2022,514.232,1066068,593406,395600,30043636,20388
3/4/2022,527.972,1062407,593538,395600,30045802,20398
3/5/2022,482.984,1061600,593702,395600,30055183,20410
3/6/2022,453.876,1061600,593856,395600,30060902,20417
3/7/2022,498.052,1058549,594038,395600,30062941,20431
3/8/2022,476.832,1058549,594038,395600,30073233,20440
3/9/2022,520.836,1047132,594614,395600,30082265,20448
3/10/2022,517.732,1047132,594883,395600,30091048,20461
3/11/2022,523.152,1046023,595058,395600,30093212,20469
3/12/2022,482.06,1045185,595233,395600,30102765,20480
3/13/2022,478.656,1045050,595421,395600,30107886,20493
3/14/2022,512.18,1045050,595592,395600,30109923,20506
3/15/2022,516.604,1045589,595728,395600,30120378,20518
